,id,text_pl,score
135,172,"Arkady, przygotuj harmonogram projektu konsultingowego dla [OrgName] do piątku. Wrzucimy do oferty i przedyskutujemy w poniedziałek z klientem.",120.0
136,173,"[name], W załączeniu poniższa faktura + ta większe za zarządzanie uprawnieniami. Problem w tym, że obydwa zamówienia mają ten sam numer (21) według informacji od Ciebie. Prośba o zweryfikowanie, czy tak na pewno jest.",45.0
137,177,"Dzień dobry, Zmiany zostały wprowadzone zgodnie z instrukcjami. W załączniku aktualny report narrativ. Prośba o potwierdzenie, że proces może zostać przesłany do akceptacji w [OrgName]. Hasło prześlę w kolejnej wiadomości. Pozdrawiam [name and surname]",30.0
138,182,Idziemy dziś się nieco wyluzować po robocie. Daj znać do 15.00 ile osób od Ciebie pójdzie. Załatwię rezerwację „U [name]” na bilardzie.,30.0
139,183,"[name], może napiszmy że z tematem klauzul wrócimy do niej do końca tygodnia… Pozdrawiam,",30.0
140,185,"[name], rozmawiałem z [name] na temat tego połączenia z [OrgName] i przez chwilę działało a teraz znowu nie działa. Już wysłał do [OrgName] informacje. Dopilnuj, abyśmy mieli dostęp do ich środowiska najpóźniej do następnego czwartku rano.",45.0
141,186,"[name], mamy jednocześnie dwie oferty do wypchnięcia w przyszłym tygodniu. Ja wezmę tę na cybersecurity dla [name], a Tobie podrzucam ten temat governance’owy w [OrgName]. Wrzuć mi jakąś perełkę, żaby nie była już potrzebna żadna dodatkowa obróbka. Wiesz co lubię.",120.0
142,187,"Szanowni Państwo, Jeżeli jest taka możliwość chętnie spotkamy się z Państwem na początku przyszłego tygodnia aby omówić schemat ewentualnej współpracy [OrgName] – [OrgName] – Klient [OrgName] oraz wyjaśnić ewentualne wątpliwości związane z umową czy ofertą. Pozdrawiam [name and surname]",120.0
143,188,Dzień dobry. Panie [name] czy mamy może jakieś informacje odnośnie zapytania o postępowanie w opisanej sytuacji?,45.0
144,189,"Pani [name], Kiedy możemy się spodziewać odpowiedzi w kwestii umowy [product name]. Pozdrawiam/Best regards [name and surname]",30.0
145,190,"[name], zaprosiłam Cię na spotkanie z [OrgName]. Proszę, odpisz czy interesuje Cię to spotkanie. Muszę potwierdzić liczbę osób biorących udział. Przypominam ma się odbyć w [place name] o 11.",30.0
146,191,Prosimy o przeprowadzenie testów do wtorku 1/03 i przesłanie uwag.,120.0
147,192,"Dzień dobry, Dzisiaj podczas usuwania dokumentów wystąpił nowy błąd: Przeprowadzono proces usuwania danych [820522] dla umowy [product name] Znaleziono dokumentów 26: Wystąpił błąd: Unsupported null parameter passed to function: isObject(Null) at line [31:9] Proszę o weryfikację. Pozdrawiam,",90.0
148,193,"[name], na jakie dokumenty czekamy jeszcze z [Bank Name]? Przysłali tego wszystkiego furę, trudno się połapać co jest nam potrzebne, a co zbędne. A przede wszystko czego jeszcze brakuje. Wyślij im, do mnie DW, odpowiednie zestawienie. Najlepiej jeszcze w tym tygodniu",90.0
149,194,"Szanowni Państwo, Dziękuje za spotkanie. Przesyłam w załączeniu ADR w którym określone mamy wymagania dla systemów.  Zgodnie z ustaleniami prosimy o przygotowanie dokumentu do 9 maja.  Pozdrawiam",180.0
150,195,Proszę o ponowne wystawienie faktury z prawidłową datą. Nie może być wcześniejsza niż data podpisania protokołu odbioru,45.0
151,196,"Dzień dobry, Proszę o rzucenie okiem na OCR, czy wszystko u Państwa działa? Pozdrawiam, [name] Dziękuję",60.0
152,197,"[name], wyślesz zaproszenie na spotkanie, żeby zablokować czas w kalendarzach, czy my mamy wysłać? Pozdrawiam, [name]",30.0
153,198,"[name], zorganizuj na środę wieczorem bankiet w [geogr name] dla 9 osób. Będzie m.in. [name] z mężem i wiesz kto. To wszystko są PEPy, więc pamiętaj o odpowiedniej oprawie, ale też bezpiecznym rozliczeniu kosztów. Gdybyś miała jakiekolwiek problemy, dawaj znać.",120.0
154,199,"Dzień dobry, Pani [name] procesy [ID], [ID], [ID] zostały przesłane do akceptacji w [OrgName]. W załączniku przesyłam Report Narrativ dla procesu [ID] po aktualizacji. Prośba o zwrócenie uwagi na wykaz źródeł w kroku PL1 (A.1 Payment order occured). Poniżej zamieszczam screen. Prośba o informację czy należy też tutaj dodać źródło Payment Gateway oraz czy wprowadzić w wykazie inne zmiany.",45.0
155,200,"Dzień dobry, zapraszamy na spotkanie we wtorek 03/08 między godziną 13, a 17. Chcielibyśmy omówić przygotowany wstępnie proces",90.0
156,201,"Witam Panie [name], W [product name] Support zarejestrowałem poniższy przypadek. Przy tej okazji, jeśli to możliwe prosimy o skorygowanie procesu tak aby zgłoszone Sprawy oraz zawartość raportu zgłoszonych spraw były dostępne dla wszystkich przedstawicieli [OrgName]",90.0
157,202,"Spotkanie z [OrgName] zorganizujemy nie wcześniej niż w środę w przyszłym tygodniu. Zaproponuję im 09/09 o godz. 11 albo 15. Widzę, że nie masz tam spotkań. Proszę, potwierdź czy zaproponowany termin Ci pasuje.",30.0
158,203,"[name], prześlij projekt GUI do [name]. Potrzebuję jego okejki do następnego czwartku, aby deweloperzy dali radę z aplikacją",30.0
159,204,"[name], W trakcie opiniowania Umowy pojawiły się pytania, na który nie znaliśmy odpowiedzi, zwłaszcza jeśli chodzi o stronę techniczną, IT. W związku z tym proszę o: Krótki opis koncepcji na retencję danych w [OrgName], na spotkaniu padły 2-3 rozwiązania. Zaprezentowanie wersji demo aplikacji [product name] Rodo wraz z opcją wyszukiwania danych w rozproszonych bazach danych ( niuchacze)- jeśli istnieje. Przesłanie dokumentacji technicznej zaproponowanego [OrgName] rozwiązania. Dodatkowo Zarząd sugeruje podpisanie Umowy na 1 fazę projektu- analityczną w formie proof of concept analizującą 3 bazy, np.: Podgląd przesyłki [OrgName] Z uwagi na powyższe pewnie powinniśmy się spotkać i porozmawiać. Zaproponuj proszę terminy, postaramy się dostosować. Pozdrawiam [name and surname]",180.0
160,205,"[name], mam nadzieję, że nic nie powstrzyma Cię przed udziałem w naszym małym turnieju bowlingowym w sobotę. Zaczynamy o 15 w [OrgName] na [place name]. Grzejemy dla Ciebie miejsce. Potwierdź ASAP, że do nas dołączysz.",120.0
161,206,"[name], do przetłumaczenia są 4 aplikacje w [product name]. Musisz zdążyć przed świętami, aby prawnicy zdążyli jeszcze nanieść swoje poprawki, zanim oddamy wszystko do klienta.",1360.0
162,207,"Dziękuję za informację, Poproszę w takim razie o logi (w szczególności main.log, sql.log i request.log). Pozdrawiam",60.0
163,208,"[name], Zgodnie z rozmową – wtorek nam (ja i [name]) nie pasuje. Proponuje środę (28.04) albo czwartek (29.04) 12:00 – 12:30 Z informacji, które uzyskałem od [name] i [name] wydaje się, że możemy zmienić ten system na inny oczywiście zgodnie z pozostałymi założeniami dotyczącymi prac na nim przeprowadzonych. Rozmawialiśmy o tym aby zamiast [product name] (obecnie wycofywany) był inny – preferowany [OrgName] ([product name]). Czy mamy w związku z tym modyfikować jakieś papiery? @[name and surname] czy jakoś formalnie to potwierdzamy? Pozdrawiam, [name]",45.0
164,209,"Witam, Prosilibyśmy o informacje co możemy zrobić, żeby zdarzenia odrzucone były w usuwane automatycznie z bazy. Obecnie wciąż je widzimy, ze statusem ‘odrzucone’. Pozdrawiam,",60.0
165,213,"[name], Proszę o wystawienie faktury dla [OrgName] za pełnienie funkcji Koordynatora ds. Danych Osobowych oraz świadczenie usług doradczych w okresie 01.02.2020 - 29.02.2020 w kwocie 4 600,00 zł netto. Umowa nr [contract number] z dnia 23.10.2019. Wprowadź, proszę, na fakturze nasz numer dostawcy - 141 2000235. Pozdrawiam,",30.0
166,214,"To poproszę poniedziałek 30 sierpnia g. 12. Czy wysłać zaproszenie przez teams? Pozdrawiam, [name and surname]",90.0
167,215,Cześć. Pamiętajcie o uzupełnieniu bazy utworów do końca miesiąca. Później mogą być problemy ze skarbówką.,120.0
168,216,"[name], pamiętaj, że z [OrgName] spotykamy się na warsztatach od poniedziałku (04.04.2022) do piątku (08.04.2022) włącznie,w godzinach od 10:00 do 16:00.",1800.0
169,217,"Dobrze słyszeć, Czy ktoś mógłby sprawdzić, czy taki dokument pojawił się w testowej organizacji w [product name]? Jak tu będzie potwierdzone to możemy działać już z samym procesem faktur. Pozdrawiam",60.0
170,218,"Cześć, w załączeniu przesyłam listę remarków na YE2020 w ramach kontroli [OrgName]. Jesteśmy zobligowani do zweryfikowania kontroli w oparciu o uwagi zgłoszone przez [OrgName]. Prośba do Was o przygotowanie zmian stosownie do uwag lub innych aktualizacji w procesach i kontrolach. W najbliższym czasie chcemy rozpocząć prace związane z weryfikacją i wprowadzaniem zmian procesach. Zmiany muszą być wprowadzone do 28.04.2021 r. W razie pytań prośba o kontakt. Pozdrawiam [name]",120.0
171,219,"Super, że możemy się spotkać w piątek.  Zaraz wyślę do Ciebie zaproszenie na czwartek na godz.09:30 rano.",90.0
172,220,"Dzień dobry, Skończyliśmy już aktualizację aplikacji Księgi Procedur i możemy przekazać ją państwu do testów. Sugerujemy rozpocząć testy na naszym środowisku cloud, abyśmy mogli łatwiej reagować na państwa uwagi. Proszę o informację, komu założyć konta do testów, wraz z informacją do jakich działów powinny te osoby zostać przydzielone. Pozdrawiam",60.0
173,221,"Panie [name], Bardzo proszę o przesłanie zaktualizowanego dokumentu. Ostatnia wersja jaką mamy to 0.7 a wiem, że  od tamtej pory zostało wprowadzone kilka modyfikacji.",60.0
174,222,"[name], poradziłeś sobie z [product name], to dasz też radę z [name]. Wrzuć nam spotkanko w przyszłym tygodniu na obgadanie strategii cenowej. Pamiętaj tylko, że teraz trzeba będzie trochę polatać po Europie, bo nie wszystko da się załatwić na Zoomie",120.0
175,223,"Cześć, Właśnie rozmawiałam z [name], że dobrze byłoby wyjaśnić z klientem, czy podstawowe to znaczy minimalne do wdrożenia czy może jednak – że dokument ma być prosty i na dużym poziomie ogólności.  [name], czy mógłbyś ustawić spotkanie z klientem w tym temacie? Dzięki! [name]",90.0
176,224,"[name], zwolniło się miejsce na szkolenie dla analityków biznesowych, więc chciałbym Cię na nie wysłać. To będzie drugi tydzień czerwca. [place name]. Zaplanuj sobie pracę w taki sposób, abyś mogła tam pojechać. Zadbaj też, aby poszło odpowiednie zamówienie.",180.0
177,225,"[name], aktualizacja naszej strony musi zakończyć się do maja. Pamiętaj, że trzeba przebudować sekcję pytań i odpowiedzi oraz zaktualizować cennik. Gdybyś potrzebował pomocy, zgłoś się do [name].",480.0
178,226,"[name], Wystaw, proszę, fakturę dla [OrgName] za aplikację Usuwanie plików z repozytorium [product name]. Kwota 18.000 netto. Gdy trafi do Ciebie papierowa wersja protokołu, to podpisz i odeślij do [OrgName]. Pozdrawiam,",60.0
179,227,"Tradycją jest nasze coroczne spotkanie opłatkowe. Zwykle organizujemy je, jak wiesz, gdzieś w [geogr name]. Proponuję jednak zmianę klimatu. [name], zaproponuj, proszę kilka lokalizacji na [geogr name]. Porozmawiajmy o dostępnych opcjach może w czwartek, po piętnastej.",120.0
180,229,"Cześć, [name], przepraszam za opóźnienie w odpowiedzi. Opisy są prawidłowe. Prośba o upgrade w [OrgName]. Dla procesu [OrgName]: [ID] – [OrgName] proszę o wprowadzenie analogicznych zmian jak dla procesu [ID]. Pozdrawiam / Best regards, [name and surname]",90.0
181,230,"Czy mógłbym prosić o uruchomienie na produkcji polecenia i przesłanie wyniku: # ps -Af | grep java Oraz o przesłanie zawartości pliku start.sh, którym jest uruchamiania [product name], oraz zawartości pliku config/jvm.conf. Pozdrawiam",90.0
182,232,"[name], Mamy błędy na [OrgName] i 46, możesz zerknąć?",60.0
183,233,"[name], Podeślij mi, proszę, raport z Moodle’a z postępami użytkowników szkolenia BI z [OrgName]",30.0
184,234,"Witam, Proszę o kontakt. Pozdrawiam, [name and surname]",60.0
185,235,"Dzień dobry, W nawiązaniu do wczorajszych ustaleń, prosimy również o przesłanie kilku wzorów podpisów likwidatorów do pism (faksymile) oraz listę dokumentów o które Państwo proszą w pismach 7 i 30 dniowych. Pozdrawiam,",90.0
186,236,"[name], Dasz radę się odezwać? Pzdr, [name]",60.0
187,237,"Hej, Czy mamy jakieś nowe informacje? Ewentualnie kiedy spodziewamy się jakiś informacji? Pozdrawiam [name]",30.0
188,238,"[name], mam prośbę. Czy mógłbyś proszę przygotować instrukcję w sprawie szacowania ryzyka dla danych osobowych, która byłaby połączeniem: •	formularza F5 na str. 31 w załączonym pdf, oraz •	procedury [OrgName], którą przesyłam w załączeniu. Jeśli chodzi o format to postaraj się proszę przygotować to w formacie podobnym jak załączona „Procedura DPIA”. Dzięki. Pozdrawiam,",240.0
189,239,"Przetłumacz proszę slajd 8. Pozdrawiam, [name]",60.0
190,240,"Dzień dobry, Panie [name] otrzymałam poniższe polecenie. Czy mogłabym Państwa prosić o przygotowanie takiego dokumentu ? 1.	Dyrektora [OrgName] do: 1)	opracowania podstawowych wymogów zgodności systemów teleinformatycznych z RODO i Wytycznymi [OrgName] dla [OrgName], w tym zasad retencji danych, które: a)	będą przekazywane wszystkim jednostkom organizacyjnym [OrgName] oraz wykonawcom systemów teleinformatycznych jako obligatoryjna część wymagań projektowych, b)	będą podlegały monitorowaniu przez wskazane jednostki organizacyjne [OrgName] w ramach tzw. drugiej linii obrony. Pozdrawiam",360.0
191,241,"Oczywiście, bardzo poproszę o aktualne logi (main, ocr i ocr-worker). Pozdrawiam",45.0
192,242,"Hej,  [name]. Planuję być u Ciebie w piątek. Znajdziesz czas między 13:00 a 15:00 na szybki lunch i przejrzenie projektu umowy? Już cieszę się na to spotkanie. Do zo!",120.0
193,243,"[name], W takim razie może zapytajmy [OrgName] czy zdarzają się takie sytuacje i czyje dane mogą to być? Bo jeśli to dane dzieci wnioskodawcy to i tak klauzula będzie skierowana do opiekunów (wnioskodawców). Alternatywnie można od razu przygotować drugą klauzulę dla takich osób, tylko trzeba gdzieś będzie np. we wniosku dopisać, że wnioskodawca zobowiązuje się przekazać klauzule odpowiednim osobom. Jak myślisz? Pozdrawiam,",45.0
194,244,Dzień dobry Panie [name]. Proszę o przesłanie procesu do akceptacji w [OrgName],30.0
195,245,"Panowie, W załączeniu przesyłam umowę z [OrgName] na archiwizację dokumentów. Za chwilę prześlę też umowy z działu IT. Organizacyjnie chciałam tez zapytać – na kiedy możemy umówić się na raport z podsumowaniem audytu? Pozdrawiam serdecznie / Best regards,",60.0
196,246,"Dzień dobry, Pani [name] zmiany zostały wprowadzone zgodnie z instrukcjami. W załączniku przesyłam aktualne Report Narrativy dla procesów. Prośba o potwierdzenie, że procesy mogą zostać przesłane do akceptacji w [OrgName]. Hasło do pliku prześlę w kolejnej wiadomości. Dla procesu „[ID] – [OrgName]” istnieje w drugiej spółce bliźniaczy proces „[ID] – [OrgName]” posiadający taką samą kontrolę, którą uwzględnił audyt [OrgName]. Prośba o informację, czy wprowadzić analogiczne zmiany do procesu „[ID] – [OrgName]”, ew. w jakim zakresie je wprowadzić.",30.0
197,249,"Dzień dobry, Czy byłaby możliwość ustawienia spotkania w tym tygodniu (np. w środę o dowolnej porze), żeby kontynuować temat projektowania aplikacji i zasad kierowalności na [OrgName], [OrgName], ścieżkę techniczną i pełną? Pozdrawiam,",120.0
198,251,"Część uwag jest w komentarzach, część w umowie – jeśli to nie przeszkadza to wyślij as it is, ewnentualnie można przerzucić uwagi do komentarzy. M.",30.0
199,252,"[name], w przyszłym tygodniu będę prywatnie pod [place name]. Zadzwoń do [name and surname] z [OrgName] i sprawdź, czy może spotkać się ze mną 15 lub 16. Najchętniej w porze obiadowej. Mogę z nim wyskoczyć na jakąś rybkę i pogadać o kolejnych projektach, o których wspominał na ostatnim spotkaniu w marcu.",120.0
200,253,"[name], Podeślij mi, proszę, raport z postępami użytkowników szkolenia BI z [OrgName]. Pozdrawiam,",30.0
201,254,"[name], Czy Ty masz jakieś raporty rynkowe dotyczące technologii na której bazujemy/ szerzej rynku? (np. raport [OrgName] o technologii low code która opisujemy na blogu)? Czy możesz mi udostepnic jakos wszelkie „merytoryczne materialy” – jeśli takowe są. Czy Wy zlecaliście jakies badanie rynku zewnętrznym firmom? Pozdr.",60.0
202,255,"[name], przygotuj spotkanie z klientem na pierwszy piątek następnego miesiąca. Wrzuć do mojego kalendarza i [name], ale nie wcześniej niż o 13:00.",120.0
203,256,"Potwierdzamy termin, dane osób prześlemy w poniedziałek przed szkoleniem. Dziękuję i pozdrawiam, [name] [name and surname]",60.0
204,258,"Dzień Dobry, Bardzo dziękuję. Czy moglibyśmy umówić się na prezentację tego narzędzia? Pozdrawiam, [name and surname]",15.0
205,259,"Dzień Dobry, Zgodnie z naszą rozmową telefoniczną, chcielibyśmy moc testować bezpłatnie Państwa narzędzie. Testująca będzie jedna osoba. Proszę o informację, jakie dane Pan potrzebuje abyśmy mogli wystartować. Pozdrawiam,",45.0
206,261,"Dzień dobry, Czy możemy sprawdzić, czy uda się wykonać poniższe zapytanie? select duplicates.id, directories_info.dir_path, duplicates.name, duplicates.files from(select min(id) id,count(id) files_count,(document -> 'parentId' ->> 'asLong')::bigint as parent,(document ->> 'name') as name, string_agg(concat('[',id, '] ', document -> 'created' -> 'date' ->> 'year', '-', lpad(document -> 'created' -> 'date' ->> 'month', 2, '0'), '-', lpad(document -> 'created' -> 'date' ->> 'day', 2, '0'), ' ',",60.0
207,262,"Tak, proszę o wysłanie zaproszenia. W spotkaniu będzie uczestniczył jeszcze [name and surname] ([email address]), szef naszych developerów. Pozdrawiam,",15.0
208,263,"[name], w [place name] mają być ciekawe targi platform BPMSowych. Zarezerwuj mi wejściówki, przelot i hotel. Zostanę może z dzień po evencie, weź to pod uwagę. Może uda się zorganizować małe tet-a tet z naszym francuskim przyjacielem.",120.0
209,264,"Cześć, Przygotowałem zestawienie, o którym pisał [name]. Chciałbyś coś dodać, zmienić?",45.0
210,265,"Panowie, zgodnie z wczorajszym ustaleniem wrzuciłem do [product name] wzór rejestru czasu pracy dla [OrgName]: [link] Prośba o wrzucanie tutaj wszystkich godzinek dla tego klienta (począwszy od maja). BTW. Bardzo fajnie działa to nasze repozytorium dokumentów. Plik wygodnie się edytuje. Super!:) Pozdrawiam,",15.0
211,266,"Hej  Podeślijcie proszę zdjęcia z waszych wyjazdów do [place name]. Potrzebuje od każdego 1-2 zdjęcia z w miarę biznesowych sytuacji np.: z targów, na tle banneru konferencji, z Expo. Jeżeli macie to również zdjęcia zebranych wizytówek,  wejściówek.  @[name and surname] Opisz  proszę w 3-4 zdaniach jedno spotkanie/ rozmowę z targów [OrgName].  Dzięki Pozdrawiam [name]",45.0
212,267,@[name and surname] Opisz  proszę w 3-4 zdaniach jedno spotkanie/ rozmowę z targów [OrgName]. Dzięki Pozdrawiam [name],30.0
213,268,"Drodzy, w załączeniu porozumienie, prośba o akceptacje lub komentarze. Pozdrawiam/Best regards",30.0
214,271,"Cześć, [name]. Słyszałem że sporo czasu spędziłeś w południowo-wschodniej [geogr name]. Możesz mi zaproponować jakąś ciekawą trasę, tak na 3-4 tygodnie, minimum 3 kraje? Czekam na ofertę w przyszły wtorek. Nie zapomnij tylko o kilku atrakcjach dla maluchów",180.0
215,272,"[name], W wolnej chwili prześlij mi proszę raport z audytu, który w Twojej opinii, powinien posłużyć jako wzór przy przygotowaniu raportu dla [name and surname]. Dzięki. Pozdrawiam,",45.0
216,273,"[name], Możesz odpowiedzieć w jaki sposób ustawione jest sortowanie?",30.0
217,276,"Panie [name], pasuje nam zaproponowany termin. Bardzo proszę o przesłanie zaproszenia do zespołu po stronie [OrgName]: •	[name and surname] •	[name and surname] •	[name and surname] •	[name and surname] Dziękuję. Pozdrawiam,",15.0
218,2,"Dzień dobry Panie [name],  Jak już wspomniał Pan [name], prowadzimy audyt zgodności [OrgName] z wymogami bezpieczeństwa informatycznego nałożonymi przez [Bank Name].  Zakres audytu oparty jest na corocznej ankiecie przeprowadzanej przez [Bank Name] na [OrgName] i obejmuje m.in. procesy przetwarzania danych osobowych oraz ich przepływ pomiędzy różnymi systemami informatycznymi.  Na początek prosiłbym o listę systemów które biorą udział w procesie przetwarzania danych zgodnie z umową [OrgName] - [OrgName].   Chciałbym prosić o udostępnienie nam następującej dokumentacji, która ma odniesienie do powyższych systemów: - polityka bezpieczeństwa - polityka i instrukcje zarządzania incydentami - procedura zarządzania kontami i dostępem - procedura zarządzania poprawkami i podatnościami - procedura ochrony logów - procedura zarządzania stacjami roboczymi  Byłoby również bardzo pomocne, gdyby mogli Państwo udzielić nam wyjaśnień dotyczących poniższych pytań: 1.           Czy istnieje proces zarządzania zmianami i/lub rozwojem oprogramowania odnośnie powyższych systemów? 2.           Czy prowadzone są szkolenia z zakresu budowania świadomości bezpieczeństwa/cyberbezpieczeństwa?  3.           Czy którykolwiek z systemów jest osadzony w ramach chmury publicznej lub hybrydowej? 4.           Czy w przypadku przechowywania lub przesyłania danych stosowane są odpowiednie mechanizmy zapewniające integralność? 5.           Czy dostęp do danych i działania powodujące zmiany w środowiskach produkcyjnych są rejestrowane/logowane automatycznie? 6.           Jak zabezpieczone są dane w spoczynku i w „locie” (at rest, in motion/transit)?  Po zapoznaniu się z dokumentacją poprosimy o próbki dowodów stosowania powyższych procedur oraz wrócimy z dodatkowymi pytaniami.  W razie pytań, pozostaje do dyspozycji.  Pozdrawiam, [name and surname] Head of Cybersecurity | [OrgName]",180.0
219,8,"Dzień dobry,  Piszę w imieniu firmy [OrgName], w związku z zapytaniem ofertowym na Wdrożenie systemu do modelowania i zarządzania procesami biznesowymi. Jako firma świadczymy usługi w zakresie konsultingu IT, a nasz produkt [product name] jest platformą [OrgName], która spełnia wszystkie wymagania przedstawione w zapytaniu. Chciałem jednak doprecyzować kilka kwestii, ostateczna cena oraz termin wdrożenia zależeć będą od następujących czynników:  1)\tLiczba użytkowników platformy - Systemu [OrgName] 2)\tStopnia skomplikowania procesu do zaimplementowania i wdrożenia, o którym wspominają Państwo w pkt. 3.1 Zapytania Ofertowego.  Podczas rozmowy telefonicznej, wspominał Pan o możliwości udostępnienia dokumentu zawierającego odpowiedzi na najczęściej zadawane pytania związane z zapytaniem. Będę wdzięczy za dołączenie go do odpowiedzi na niniejszą wiadomość.  Pozdrawiam, [name and surname] Analityk Biznesowy [OrgName]  [telephone number]",120.0
220,25,"Dzień dobry Panie [name],  W trakcie analizowania umów, natknąłem się na notatki z ubiegłego roku odnośnie systemów po stronie [OrgName] w których przetwarzane są dane osobowe: a)           [OrgName] email,  b)          System ticketing\u2019owy dla [OrgName] (podprocesor i podwykonawca usług obsługi i naprawy urządzeń),  c)           SFTP - system służący generowaniu raportów związanych z obsługą i naprawą urządzeń przez [OrgName],  d)          Baza danych raportowo-rozliczeniowa,  e)           Business Intelligence - centralny system zasilany wybranymi danymi z bazy raportowo-rozliczeniowej, służący do generowania raportów dotyczących działalności oraz urządzeń [OrgName]. f)            Plik [filename] w lokalizacji [folder]  Prośba o potwierdzenie czy te systemy cały czas funkcjonują, opisu do czego służy pozycja d) i f) oraz czy były jakieś zmiany procesu/funkcjonalności/architektury od wysłania ostatniej ankiety do [Bank Name] (08.2021). W Załączniku nr 8 do umowy [OrgName]-[Bank Name], jest wymieniony \'system ERP\' oraz \'Systemy Partnera\'. Jak te systemy mają się do powyższej listy. Proszę o podesłanie wdrożonych planów ciągłości działania razem z raportami odbycia ostatnich testów oraz procedury awaryjne zawarte w Załączniku 8 do umowy. Prośba o informację czy pozycja b), c), d), e) i f) są zarządzane przez [OrgName] Polska, centralę [OrgName] czy outsourcera.  W załączniku 14, automatyzacja procesu aktywacji wystawiony jest serwer SFTP przez [Bank Name] - czy to ten sam serwer jest wykorzystywany do komunikacji z [OrgName] w kontekście generowania raportów dziennych? jeśli nie, prośba o podesłanie informacji na temat serwera wykorzystywanego do komunikacji z [OrgName] (adresu IP, używanego protokołu, informacji kto nim zarządza i na jakiej zasadzie przydzielane są do niego dostępy).   W wolnej chwili proszę również o dosłanie informacji: - czy [OrgName] przetwarza dane osobowe na komputerach przenośnych i jeśli tak czy powiadomił o tym Bank, doręczając jednocześnie opis środków technicznych i organizacyjnych służących zabezpieczeniu danych na tych komputerach. - kto zarządza stacjami roboczymi, czy użytkownicy mają prawa administratora lokalnego na stacjach. - przykład zgłoszonego do Banku incydentu zgodnie z załącznikiem nr 7.2  - ostatnio przesłane do banku raporty opisane w załączniku nr 17.  - ostatnio przesłany do Banku załącznik nr 18.  - ostatnio aktualizowaną listę obecnych podwykonawców przesłaną do Banku - czy [OrgName] jest jedynym poddostawcą?  I czy [OrgName] korzysta ze swoich poddostawców przy wykonywaniu usług dla [OrgName] (załącznik nr 21 Umowy)  Pozdrawiam, [name and surname] Head of Cybersecurity | [OrgName]",120.0
221,31,[name] czy mógłbym Cie prosić o przygotowanie oferty na [product name] dla [OrgName] w cenie do 200 tyś. zł na czwartek popołudniu?,180.0
222,38,"Dzień dobry,   W toku przygotowywania Analizy wymagań aplikacji do obsługi Procesu nadawania i rozliczania realizacji celów MBO Pracowników objętych Polityką wynagrodzeń. Pojawiło się kilka dodatkowych kwestii do ustalenia: 1.\tProszę o wskazanie oczekiwanego terminu wdrożenia aplikacji. Z uwagi na sezon wakacyjny proszę również o wskazanie dogodnych dla Państwa terminów rozpoczęcia testów aplikacji, na tej podstawie postaram się przygotować harmonogram realizacji prac zespołu deweloperskiego. 2.\tPrzekazany szablon zawiera jednolity poziom realizacji celów, natomiast zgodnie z ustaleniami na karcie celów mają znaleźć się poziomy: minimalny, oczekiwany oraz maksymalny. W związku z tym moje pytania są następujące: •\tCzy w arkuszu/formularzu będą uzupełniane wszystkie poziomy realizacji celów (minimalny, oczekiwany oraz maksymalny). •\tCzy dodatkowe poziomy mają być przeliczane wg schematu? •\tJeśli poziomy są przeliczalne, to proszę o wyjaśnienie schematu, wedle którego ustalane będą pozostałe poziomy. 3.\tCzy wszystkie poziomy mierników są zawsze wyrażone ilościowo, czy zdarzają się również jakościowe mierniki, których poziomy są określone jakościowo? 4.\tCzy zadania są zawsze zdefiniowane na cały rok (cały okres np. 2021), czy zdarzają się zadania, które będą realizowane tylko w wybranych kwartałach, lub miesiącach i czy należy to uwzględnić w karcie celów? 5.\tProszę również o przesłanie przykładowych dwóch (lub większej liczby, jeśli występują) wersji karty celów, które wykorzystywane są w procesie przez Dyrektorów. Dziękuję Państwu za poświęcony czas. W razie jakichkolwiek pytań lub dodatkowych informacji proszę o kontakt.     Pozdrawiam, [name and surname] Business Analyst | [OrgName]",120.0
223,56,"Dzień dobry Pani [name],  Bardzo dziękujemy za rozmowę i przypominamy się z prośbą o ustalenie spotkania z działem rekrutacji w celu zapoznania się z procesem weryfikacji kandydatów na pracowników - szczególnie chodzi nam o pracowików, którzy zajmują się obsługą [Bank Name].  Porposiliśmy pana [name]  o listę (imiona i nazwiska) osób z jego zespołu i jak ją otrzymamy to [name] wróci do Pani z prośbą o pokazanie nam dla 2-3 osób ich „teczki pracowniczej”,  ze szczególnym uwzględnieniem dokumentacji wymaganej przez [Bank Name] (oświadczenia NDA + dotyczące znajomości przepisów dotyczących ochrony danych osobowych  i upoważnienia do przetwarzania danych).  Pozdrawiam i życzę udanego dnia.  [name]   [name and surname]",120.0
224,83,"Witam,   Panie [name] przed chwilą próbowałam zarejestrować szkodę z OC. Niestety nigdzie nie znalazłam miejsca żeby wstawić pola dotyczącego danych poszkodowanego. Jak to zrobić?  Dodatkowo jeśli poszkodowanym jest Firma to w jaki sposób mogę wstawić i gdzie jej dane?   Gdzie mogę znaleźć nowo zarejestrowaną przeze mnie szkodę?    Z poważaniem  [name and surname]  Specjalista ds. [OrgName]    Biuro Odszkodowań - Centrala  Towarzystwo Ubezpieczeń [OrgName]  infolinia szkodowa czynna w dni powszednie w godzinach 09:00 - 17:00  tel. [telephone number]",30.0
